User_ID,Visit_Date,Traffic_Source,Device,Country,User_Age,Gender,Product_Category,Product_Price,Added_To_Cart,Reached_Checkout,Purchased,Order_Value,Abandoned_Cart
1496,2026-01-17 05:46:57.817895,Facebook,Desktop,USA,19,Female,Electronics,269.63,Yes,No,No,0.0,Yes
1497,2025-09-30 05:46:57.817895,Referral,Desktop,Australia,32,Male,Clothing,143.93,Yes,No,No,0.0,Yes
1498,2026-01-24 05:46:57.817895,Facebook,Tablet,Germany,52,Female,Sports,400.06,No,No,No,0.0,No
1499,2026-02-16 05:46:57.817895,Facebook,Desktop,Australia,53,Female,Beauty,13.95,Yes,No,No,0.0,Yes
1500,2025-11-05 05:46:57.817895,Direct,Desktop,Germany,45,Female,Clothing,422.84,Yes,Yes,Yes,422.84,No
1501,2026-01-14 05:46:57.817895,Email,Mobile,USA,56,Male,Clothing,477.83,No,No,No,0.0,No
1502,2025-10-12 05:46:57.817895,Facebook,Desktop,Germany,21,Male,Electronics,360.91,No,No,No,0.0,No
1503,2025-12-23 05:46:57.817895,Direct,Mobile,USA,27,Female,Beauty,369.49,No,No,No,0.0,No
1504,2025-11-20 05:46:57.817895,Google,Mobile,Pakistan,23,Male,Clothing,467.45,Yes,No,No,0.0,Yes
1505,2026-01-11 05:46:57.817895,Direct,Mobile,Canada,47,Female,Home,112.44,Yes,Yes,Yes,112.44,No
1506,2025-09-30 05:46:57.817895,Direct,Mobile,Germany,52,Female,Clothing,497.34,No,No,No,0.0,No
1507,2025-10-24 05:46:57.817895,Direct,Mobile,USA,27,Male,Home,389.01,No,No,No,0.0,No
1508,2026-02-11 05:46:57.817895,Facebook,Tablet,Australia,49,Male,Sports,366.02,Yes,Yes,Yes,366.02,No
1509,2025-12-26 05:46:57.817895,Facebook,Mobile,USA,59,Female,Home,186.93,Yes,Yes,No,0.0,Yes
1510,2025-10-02 05:46:57.817895,Google,Mobile,Australia,59,Female,Home,277.43,Yes,Yes,Yes,277.43,No
1511,2025-10-26 05:46:57.817895,Referral,Mobile,Germany,20,Female,Electronics,330.42,Yes,No,No,0.0,Yes
1512,2025-10-09 05:46:57.817895,Referral,Mobile,UK,43,Male,Clothing,313.97,Yes,Yes,No,0.0,Yes
1513,2025-11-20 05:46:57.817895,Referral,Mobile,Australia,32,Male,Sports,355.44,Yes,Yes,Yes,355.44,No
1514,2025-09-04 05:46:57.817895,Google,Mobile,USA,34,Female,Clothing,50.37,No,No,No,0.0,No
1515,2025-10-25 05:46:57.817895,Referral,Mobile,Germany,44,Female,Home,184.27,Yes,Yes,Yes,184.27,No
1516,2025-11-09 05:46:57.817895,Referral,Mobile,USA,35,Male,Home,222.66,No,No,No,0.0,No
1517,2026-01-24 05:46:57.817895,Direct,Desktop,UK,36,Female,Clothing,137.71,Yes,No,No,0.0,Yes
1518,2025-10-15 05:46:57.817895,Facebook,Desktop,Canada,29,Male,Sports,94.59,Yes,No,No,0.0,Yes
1519,2025-08-28 05:46:57.817895,Facebook,Mobile,UK,41,Male,Sports,78.07,Yes,Yes,Yes,78.07,No
1520,2025-10-22 05:46:57.817895,Direct,Mobile,Pakistan,22,Female,Electronics,189.53,No,No,No,0.0,No
1521,2025-11-04 05:46:57.817895,Direct,Mobile,Germany,41,Female,Home,251.79,Yes,Yes,Yes,251.79,No
1522,2026-01-19 05:46:57.817895,Direct,Desktop,UK,44,Male,Home,40.86,Yes,No,No,0.0,Yes
1523,2025-11-25 05:46:57.817895,Facebook,Mobile,Canada,47,Female,Electronics,473.76,No,No,No,0.0,No
1524,2025-10-26 05:46:57.817895,Referral,Mobile,USA,32,Male,Clothing,384.97,Yes,Yes,No,0.0,Yes
1525,2025-10-17 05:46:57.817895,Direct,Desktop,Germany,55,Male,Home,368.12,No,No,No,0.0,No
1526,2025-12-19 05:46:57.817895,Google,Mobile,Australia,51,Male,Clothing,94.7,No,No,No,0.0,No
1527,2025-12-12 05:46:57.817895,Direct,Mobile,UK,44,Female,Sports,305.86,No,No,No,0.0,No
1528,2025-11-06 05:46:57.817895,Email,Mobile,Canada,37,Female,Beauty,269.57,Yes,Yes,Yes,269.57,No
1529,2025-12-09 05:46:57.817895,Direct,Tablet,UK,58,Female,Electronics,491.41,Yes,Yes,Yes,491.41,No
1530,2025-10-20 05:46:57.817895,Facebook,Desktop,Pakistan,49,Male,Home,376.36,No,No,No,0.0,No
1531,2026-02-09 05:46:57.817895,Direct,Desktop,Germany,21,Male,Electronics,292.12,Yes,Yes,Yes,292.12,No
1532,2025-08-27 05:46:57.817895,Email,Mobile,USA,22,Male,Sports,426.9,Yes,Yes,Yes,426.9,No
1533,2025-12-22 05:46:57.817895,Google,Mobile,Canada,25,Male,Sports,86.0,No,No,No,0.0,No
1534,2025-08-30 05:46:57.817895,Referral,Tablet,UK,39,Female,Sports,17.46,Yes,Yes,Yes,17.46,No
1535,2025-08-29 05:46:57.817895,Direct,Tablet,Germany,59,Female,Sports,348.21,No,No,No,0.0,No
1536,2025-08-29 05:46:57.817895,Email,Mobile,UK,24,Female,Beauty,58.17,No,No,No,0.0,No
1537,2025-10-17 05:46:57.817895,Email,Desktop,Germany,39,Male,Clothing,66.56,No,No,No,0.0,No
1538,2025-10-10 05:46:57.817895,Google,Mobile,Pakistan,47,Male,Clothing,374.89,Yes,Yes,Yes,374.89,No
1539,2026-02-17 05:46:57.817895,Facebook,Mobile,UK,54,Female,Beauty,142.56,Yes,No,No,0.0,Yes
1540,2025-09-02 05:46:57.817895,Direct,Desktop,Pakistan,33,Male,Clothing,318.03,Yes,Yes,Yes,318.03,No
1541,2025-12-01 05:46:57.817895,Email,Mobile,Australia,32,Female,Sports,459.53,Yes,Yes,Yes,459.53,No
1542,2025-09-13 05:46:57.817895,Google,Tablet,Australia,22,Male,Clothing,165.07,Yes,Yes,Yes,165.07,No
1543,2025-12-24 05:46:57.817895,Referral,Mobile,Canada,20,Male,Electronics,116.4,Yes,Yes,Yes,116.4,No
1544,2025-10-24 05:46:57.817895,Email,Mobile,Pakistan,40,Male,Clothing,62.22,Yes,Yes,Yes,62.22,No
1545,2025-12-25 05:46:57.817895,Google,Tablet,Germany,27,Male,Electronics,73.93,Yes,No,No,0.0,Yes
1546,2026-02-03 05:46:57.817895,Facebook,Tablet,Canada,22,Male,Home,40.49,No,No,No,0.0,No
1547,2026-02-18 05:46:57.817895,Facebook,Mobile,UK,40,Female,Electronics,52.94,Yes,Yes,Yes,52.94,No
1548,2025-11-14 05:46:57.817895,Email,Mobile,UK,32,Female,Electronics,221.68,Yes,Yes,Yes,221.68,No
1549,2025-10-25 05:46:57.817895,Email,Desktop,Germany,35,Female,Sports,167.22,No,No,No,0.0,No
1550,2026-01-16 05:46:57.817895,Direct,Mobile,USA,42,Male,Sports,356.21,No,No,No,0.0,No
1551,2025-08-27 05:46:57.817895,Google,Tablet,USA,25,Female,Sports,436.42,Yes,Yes,Yes,436.42,No
1552,2026-01-31 05:46:57.817895,Email,Tablet,UK,48,Female,Electronics,394.54,Yes,Yes,Yes,394.54,No
1553,2025-09-06 05:46:57.817895,Direct,Mobile,Germany,38,Male,Beauty,270.01,Yes,No,No,0.0,Yes
1554,2025-12-22 05:46:57.817895,Direct,Mobile,USA,19,Male,Sports,60.2,Yes,Yes,No,0.0,Yes
1555,2025-12-27 05:46:57.817895,Email,Mobile,Pakistan,39,Female,Sports,357.79,No,No,No,0.0,No
1556,2025-11-21 05:46:57.817895,Facebook,Tablet,UK,25,Female,Electronics,187.79,No,No,No,0.0,No
1557,2025-11-05 05:46:57.817895,Google,Mobile,Australia,40,Female,Home,51.97,Yes,No,No,0.0,Yes
1558,2025-10-31 05:46:57.817895,Google,Mobile,Pakistan,49,Female,Home,422.81,No,No,No,0.0,No
1559,2026-01-13 05:46:57.817895,Facebook,Mobile,Germany,25,Female,Clothing,175.73,No,No,No,0.0,No
1560,2025-12-03 05:46:57.817895,Email,Mobile,Australia,21,Male,Home,116.94,No,No,No,0.0,No
1561,2025-11-30 05:46:57.817895,Google,Mobile,Pakistan,47,Female,Sports,437.01,Yes,No,No,0.0,Yes
1562,2025-09-04 05:46:57.817895,Email,Mobile,USA,36,Female,Beauty,452.05,Yes,Yes,Yes,452.05,No
1563,2025-12-07 05:46:57.817895,Email,Tablet,USA,40,Female,Clothing,176.1,Yes,Yes,Yes,176.1,No
1564,2025-10-30 05:46:57.817895,Direct,Tablet,Australia,35,Female,Beauty,183.85,Yes,Yes,No,0.0,Yes
1565,2025-12-25 05:46:57.817895,Facebook,Desktop,Canada,46,Female,Beauty,294.02,Yes,No,No,0.0,Yes
1566,2025-09-22 05:46:57.817895,Email,Mobile,UK,40,Female,Sports,369.39,No,No,No,0.0,No
1567,2026-01-08 05:46:57.817895,Referral,Mobile,Australia,50,Male,Electronics,40.94,No,No,No,0.0,No
1568,2026-01-24 05:46:57.817895,Facebook,Desktop,Germany,35,Male,Electronics,300.74,No,No,No,0.0,No
1569,2025-11-08 05:46:57.817895,Google,Mobile,UK,50,Male,Electronics,476.88,Yes,Yes,Yes,476.88,No
1570,2026-02-10 05:46:57.817895,Direct,Tablet,Pakistan,24,Female,Home,138.43,Yes,Yes,Yes,138.43,No
1571,2025-09-02 05:46:57.817895,Google,Desktop,Germany,45,Female,Electronics,455.33,Yes,Yes,Yes,455.33,No
1572,2025-10-03 05:46:57.817895,Google,Mobile,Germany,18,Male,Sports,475.58,Yes,Yes,Yes,475.58,No
1573,2025-09-18 05:46:57.817895,Facebook,Tablet,USA,56,Female,Home,141.89,No,No,No,0.0,No
1574,2025-08-29 05:46:57.817895,Google,Tablet,Pakistan,51,Female,Electronics,379.56,Yes,No,No,0.0,Yes
1575,2026-01-10 05:46:57.817895,Email,Mobile,USA,56,Female,Beauty,127.0,No,No,No,0.0,No
1576,2025-12-26 05:46:57.817895,Google,Mobile,USA,36,Male,Sports,371.43,Yes,Yes,Yes,371.43,No
1577,2025-10-01 05:46:57.817895,Direct,Mobile,Canada,48,Male,Sports,400.74,Yes,Yes,Yes,400.74,No
1578,2025-11-04 05:46:57.817895,Direct,Mobile,USA,30,Male,Clothing,131.13,No,No,No,0.0,No
1579,2026-01-04 05:46:57.817895,Referral,Mobile,UK,41,Female,Sports,360.78,Yes,Yes,Yes,360.78,No
1580,2026-02-16 05:46:57.817895,Direct,Mobile,Germany,22,Male,Beauty,407.93,Yes,Yes,Yes,407.93,No
1581,2025-11-22 05:46:57.817895,Google,Tablet,USA,40,Male,Sports,185.7,Yes,Yes,Yes,185.7,No
1582,2026-01-17 05:46:57.817895,Direct,Mobile,Australia,36,Male,Clothing,92.17,No,No,No,0.0,No
1583,2025-09-30 05:46:57.817895,Facebook,Mobile,UK,18,Female,Sports,55.06,No,No,No,0.0,No
1584,2025-10-23 05:46:57.817895,Direct,Desktop,Pakistan,50,Male,Sports,291.94,No,No,No,0.0,No
1585,2026-02-16 05:46:57.817895,Email,Mobile,Germany,50,Male,Clothing,489.27,No,No,No,0.0,No
1586,2025-09-21 05:46:57.817895,Facebook,Desktop,Australia,49,Female,Sports,413.25,No,No,No,0.0,No
1587,2025-11-13 05:46:57.817895,Referral,Mobile,Australia,45,Male,Home,223.56,No,No,No,0.0,No
1588,2025-12-16 05:46:57.817895,Email,Mobile,Pakistan,54,Female,Sports,272.94,Yes,Yes,Yes,272.94,No
1589,2025-10-03 05:46:57.817895,Google,Mobile,Australia,58,Female,Electronics,146.97,Yes,Yes,Yes,146.97,No
1590,2025-10-08 05:46:57.817895,Google,Desktop,UK,29,Male,Electronics,89.9,Yes,Yes,Yes,89.9,No
1591,2025-10-25 05:46:57.817895,Google,Mobile,Pakistan,26,Male,Home,246.22,No,No,No,0.0,No
1592,2025-11-25 05:46:57.817895,Email,Desktop,Australia,28,Male,Sports,237.12,Yes,Yes,No,0.0,Yes
1593,2025-12-17 05:46:57.817895,Email,Mobile,Pakistan,50,Female,Beauty,265.75,Yes,Yes,Yes,265.75,No
1594,2025-10-30 05:46:57.817895,Email,Mobile,Pakistan,36,Male,Sports,476.87,No,No,No,0.0,No
1595,2025-10-19 05:46:57.817895,Facebook,Mobile,USA,59,Male,Electronics,305.91,Yes,No,No,0.0,Yes
1596,2025-10-03 05:46:57.817895,Facebook,Tablet,USA,51,Male,Clothing,306.83,No,No,No,0.0,No
1597,2025-11-30 05:46:57.817895,Google,Tablet,USA,24,Female,Home,72.73,No,No,No,0.0,No
1598,2025-10-03 05:46:57.817895,Direct,Mobile,Australia,48,Female,Clothing,498.28,Yes,No,No,0.0,Yes
1599,2025-11-23 05:46:57.817895,Google,Mobile,Germany,19,Female,Beauty,388.69,No,No,No,0.0,No
1600,2025-09-26 05:46:57.817895,Referral,Mobile,UK,36,Male,Sports,439.83,No,No,No,0.0,No
1601,2025-08-30 05:46:57.817895,Facebook,Mobile,Australia,55,Male,Beauty,213.01,Yes,Yes,Yes,213.01,No
1602,2026-01-18 05:46:57.817895,Email,Mobile,USA,49,Female,Clothing,256.04,No,No,No,0.0,No
1603,2025-11-12 05:46:57.817895,Facebook,Tablet,Pakistan,27,Male,Sports,265.82,No,No,No,0.0,No
1604,2026-02-08 05:46:57.817895,Email,Tablet,Australia,58,Male,Beauty,105.11,Yes,Yes,No,0.0,Yes
1605,2025-11-24 05:46:57.817895,Referral,Mobile,Pakistan,25,Female,Electronics,347.85,Yes,No,No,0.0,Yes
1606,2025-11-29 05:46:57.817895,Referral,Mobile,Pakistan,43,Female,Electronics,452.46,Yes,Yes,No,0.0,Yes
1607,2025-10-22 05:46:57.817895,Facebook,Desktop,Pakistan,47,Female,Home,90.22,Yes,No,No,0.0,Yes
1608,2025-10-22 05:46:57.817895,Email,Desktop,Canada,28,Male,Electronics,52.3,Yes,No,No,0.0,Yes
1609,2025-10-11 05:46:57.817895,Referral,Mobile,Germany,58,Male,Electronics,371.73,No,No,No,0.0,No
1610,2026-02-09 05:46:57.817895,Google,Mobile,UK,37,Male,Clothing,143.87,Yes,Yes,Yes,143.87,No
1611,2025-09-06 05:46:57.817895,Google,Mobile,UK,37,Female,Electronics,315.69,No,No,No,0.0,No
1612,2025-12-09 05:46:57.817895,Email,Mobile,USA,26,Female,Electronics,350.92,Yes,Yes,Yes,350.92,No
1613,2025-10-08 05:46:57.817895,Facebook,Mobile,Canada,25,Male,Clothing,167.74,Yes,Yes,Yes,167.74,No
1614,2025-11-21 05:46:57.817895,Referral,Mobile,Australia,32,Female,Electronics,409.42,Yes,Yes,No,0.0,Yes
1615,2026-02-10 05:46:57.817895,Facebook,Desktop,Australia,51,Female,Electronics,279.49,No,No,No,0.0,No
1616,2025-12-02 05:46:57.817895,Google,Mobile,UK,41,Male,Home,435.81,Yes,No,No,0.0,Yes
1617,2026-01-26 05:46:57.817895,Referral,Mobile,Germany,50,Female,Electronics,384.01,Yes,No,No,0.0,Yes
1618,2026-02-06 05:46:57.817895,Facebook,Mobile,Pakistan,58,Male,Electronics,435.6,No,No,No,0.0,No
1619,2025-08-31 05:46:57.817895,Direct,Desktop,USA,58,Female,Home,19.88,Yes,Yes,Yes,19.88,No
1620,2026-01-04 05:46:57.817895,Email,Desktop,Germany,57,Male,Clothing,129.32,Yes,Yes,Yes,129.32,No
1621,2025-10-08 05:46:57.817895,Email,Mobile,UK,44,Female,Electronics,54.1,Yes,Yes,Yes,54.1,No
1622,2025-10-21 05:46:57.817895,Direct,Mobile,Canada,38,Male,Beauty,226.62,No,No,No,0.0,No
1623,2025-09-24 05:46:57.817895,Google,Tablet,USA,22,Female,Clothing,446.08,Yes,Yes,Yes,446.08,No
1624,2025-09-16 05:46:57.817895,Referral,Mobile,UK,52,Female,Clothing,239.09,Yes,Yes,Yes,239.09,No
1625,2026-02-10 05:46:57.817895,Email,Mobile,Australia,38,Female,Electronics,426.36,Yes,No,No,0.0,Yes
1626,2026-01-09 05:46:57.817895,Direct,Mobile,USA,21,Female,Home,170.32,No,No,No,0.0,No
1627,2026-01-31 05:46:57.817895,Direct,Mobile,UK,33,Female,Clothing,176.39,Yes,Yes,Yes,176.39,No
1628,2025-12-09 05:46:57.817895,Google,Mobile,Australia,48,Male,Home,448.83,Yes,Yes,Yes,448.83,No
1629,2026-01-29 05:46:57.817895,Google,Tablet,Australia,43,Male,Beauty,218.65,Yes,Yes,Yes,218.65,No
1630,2025-10-02 05:46:57.817895,Facebook,Desktop,Pakistan,52,Male,Home,396.99,Yes,Yes,Yes,396.99,No
1631,2026-01-30 05:46:57.817895,Email,Mobile,Canada,23,Female,Sports,125.96,No,No,No,0.0,No
1632,2025-11-14 05:46:57.817895,Facebook,Tablet,Pakistan,50,Male,Home,474.91,Yes,Yes,Yes,474.91,No
1633,2025-12-02 05:46:57.817895,Direct,Mobile,UK,38,Female,Clothing,291.54,No,No,No,0.0,No
1634,2025-08-26 05:46:57.817895,Referral,Mobile,Germany,33,Female,Home,382.07,No,No,No,0.0,No
1635,2025-11-09 05:46:57.817895,Referral,Mobile,Pakistan,56,Male,Home,53.86,No,No,No,0.0,No
1636,2025-09-05 05:46:57.817895,Google,Desktop,Germany,51,Male,Sports,251.41,Yes,Yes,Yes,251.41,No
1637,2025-10-02 05:46:57.817895,Referral,Mobile,Australia,59,Female,Sports,451.51,No,No,No,0.0,No
1638,2025-09-06 05:46:57.817895,Referral,Mobile,UK,32,Female,Electronics,439.75,Yes,Yes,No,0.0,Yes
1639,2025-10-09 05:46:57.817895,Referral,Desktop,Canada,23,Male,Clothing,32.94,No,No,No,0.0,No
1640,2026-01-26 05:46:57.817895,Direct,Desktop,Germany,19,Male,Electronics,158.81,Yes,No,No,0.0,Yes
1641,2025-12-15 05:46:57.817895,Referral,Desktop,UK,41,Female,Sports,227.23,No,No,No,0.0,No
1642,2025-09-10 05:46:57.817895,Referral,Mobile,Germany,45,Female,Home,94.41,Yes,Yes,Yes,94.41,No
1643,2025-12-06 05:46:57.817895,Referral,Mobile,Pakistan,18,Male,Sports,367.7,No,No,No,0.0,No
1644,2025-11-30 05:46:57.817895,Facebook,Mobile,UK,18,Female,Beauty,100.41,No,No,No,0.0,No
1645,2025-11-20 05:46:57.817895,Direct,Mobile,Pakistan,45,Female,Home,179.85,No,No,No,0.0,No
1646,2025-12-11 05:46:57.817895,Google,Tablet,USA,53,Male,Electronics,335.01,No,No,No,0.0,No
1647,2026-02-03 05:46:57.817895,Facebook,Mobile,UK,37,Male,Home,246.22,Yes,Yes,Yes,246.22,No
1648,2025-11-02 05:46:57.817895,Email,Mobile,Germany,25,Female,Beauty,371.9,Yes,No,No,0.0,Yes
1649,2026-01-29 05:46:57.817895,Direct,Desktop,USA,18,Female,Sports,480.99,No,No,No,0.0,No
1650,2025-11-06 05:46:57.817895,Direct,Mobile,Pakistan,43,Male,Clothing,67.11,No,No,No,0.0,No
1651,2025-10-26 05:46:57.817895,Email,Mobile,Pakistan,42,Female,Clothing,357.69,Yes,No,No,0.0,Yes
1652,2026-01-27 05:46:57.817895,Email,Desktop,Germany,27,Male,Clothing,122.87,Yes,Yes,No,0.0,Yes
1653,2025-10-23 05:46:57.817895,Email,Desktop,USA,29,Female,Sports,213.09,Yes,Yes,Yes,213.09,No
1654,2025-11-11 05:46:57.817895,Google,Desktop,Australia,58,Male,Clothing,26.1,Yes,No,No,0.0,Yes
1655,2025-09-30 05:46:57.817895,Referral,Mobile,Canada,24,Female,Beauty,76.59,Yes,Yes,No,0.0,Yes
1656,2025-09-15 05:46:57.817895,Direct,Mobile,Germany,29,Female,Sports,166.69,Yes,Yes,Yes,166.69,No
1657,2026-01-19 05:46:57.817895,Referral,Desktop,Pakistan,57,Female,Clothing,177.57,Yes,Yes,Yes,177.57,No
1658,2025-11-28 05:46:57.817895,Referral,Mobile,UK,34,Male,Electronics,450.8,Yes,Yes,Yes,450.8,No
1659,2025-10-31 05:46:57.817895,Email,Mobile,USA,22,Male,Sports,373.49,Yes,Yes,No,0.0,Yes
1660,2025-09-10 05:46:57.817895,Google,Desktop,Australia,31,Male,Sports,486.37,Yes,Yes,No,0.0,Yes
1661,2025-09-05 05:46:57.817895,Facebook,Mobile,Canada,51,Female,Home,303.55,Yes,No,No,0.0,Yes
1662,2026-01-21 05:46:57.817895,Google,Desktop,UK,34,Female,Clothing,128.44,No,No,No,0.0,No
1663,2026-01-16 05:46:57.817895,Referral,Mobile,USA,52,Male,Electronics,170.55,Yes,No,No,0.0,Yes
1664,2026-01-09 05:46:57.817895,Google,Mobile,Australia,18,Male,Beauty,166.72,No,No,No,0.0,No
1665,2025-12-20 05:46:57.817895,Email,Mobile,Germany,53,Female,Sports,169.98,No,No,No,0.0,No
1666,2025-09-15 05:46:57.817895,Facebook,Desktop,Australia,32,Female,Beauty,339.75,Yes,No,No,0.0,Yes
1667,2025-12-22 05:46:57.817895,Email,Mobile,Germany,36,Female,Beauty,270.1,Yes,Yes,Yes,270.1,No
1668,2025-10-13 05:46:57.817895,Facebook,Mobile,USA,59,Female,Beauty,198.86,Yes,Yes,Yes,198.86,No
1669,2025-09-07 05:46:57.817895,Referral,Desktop,Australia,22,Male,Home,83.05,Yes,No,No,0.0,Yes
1670,2026-02-15 05:46:57.817895,Facebook,Desktop,Canada,36,Male,Beauty,20.85,Yes,Yes,Yes,20.85,No
1671,2025-09-22 05:46:57.817895,Facebook,Tablet,Australia,56,Female,Clothing,117.23,Yes,Yes,Yes,117.23,No
1672,2026-02-04 05:46:57.817895,Facebook,Mobile,USA,22,Female,Clothing,62.66,Yes,Yes,Yes,62.66,No
1673,2026-02-20 05:46:57.817895,Google,Mobile,UK,29,Female,Electronics,394.87,Yes,Yes,Yes,394.87,No
1674,2025-12-27 05:46:57.817895,Google,Tablet,UK,36,Male,Electronics,65.12,No,No,No,0.0,No
1675,2025-08-31 05:46:57.817895,Referral,Desktop,Australia,29,Male,Beauty,364.87,Yes,Yes,Yes,364.87,No
1676,2025-09-22 05:46:57.817895,Facebook,Mobile,Australia,53,Female,Beauty,198.97,No,No,No,0.0,No
1677,2026-01-10 05:46:57.817895,Direct,Mobile,Germany,29,Female,Home,45.96,Yes,Yes,Yes,45.96,No
1678,2025-09-26 05:46:57.817895,Referral,Desktop,USA,35,Female,Beauty,408.24,Yes,No,No,0.0,Yes
1679,2026-01-05 05:46:57.817895,Facebook,Mobile,Germany,51,Female,Beauty,294.02,Yes,Yes,Yes,294.02,No
1680,2025-12-13 05:46:57.817895,Facebook,Desktop,Canada,50,Female,Beauty,125.52,No,No,No,0.0,No
1681,2025-11-11 05:46:57.817895,Google,Mobile,UK,35,Female,Sports,448.39,Yes,No,No,0.0,Yes
1682,2026-01-31 05:46:57.817895,Referral,Mobile,Pakistan,46,Male,Sports,32.18,Yes,No,No,0.0,Yes
1683,2026-02-19 05:46:57.817895,Facebook,Desktop,Pakistan,22,Male,Home,108.89,No,No,No,0.0,No
1684,2025-10-21 05:46:57.817895,Facebook,Mobile,USA,42,Male,Home,378.5,No,No,No,0.0,No
1685,2025-09-19 05:46:57.817895,Referral,Mobile,USA,41,Female,Clothing,357.6,Yes,Yes,Yes,357.6,No
1686,2026-02-14 05:46:57.817895,Direct,Mobile,Pakistan,46,Female,Home,151.74,No,No,No,0.0,No
1687,2025-09-22 05:46:57.817895,Referral,Mobile,USA,55,Female,Clothing,40.39,No,No,No,0.0,No
1688,2025-08-28 05:46:57.817895,Referral,Desktop,UK,50,Male,Beauty,430.46,Yes,No,No,0.0,Yes
1689,2025-12-01 05:46:57.817895,Direct,Desktop,Canada,27,Female,Home,163.71,Yes,Yes,Yes,163.71,No
1690,2026-01-12 05:46:57.817895,Referral,Desktop,Canada,54,Male,Home,105.9,No,No,No,0.0,No
1691,2025-10-02 05:46:57.817895,Facebook,Mobile,Germany,50,Female,Home,262.87,No,No,No,0.0,No
1692,2025-09-08 05:46:57.817895,Referral,Mobile,UK,40,Female,Clothing,456.01,Yes,Yes,No,0.0,Yes
1693,2025-12-21 05:46:57.817895,Direct,Mobile,USA,28,Female,Clothing,31.34,No,No,No,0.0,No
1694,2025-09-22 05:46:57.817895,Email,Tablet,USA,41,Male,Electronics,385.24,Yes,Yes,Yes,385.24,No
1695,2026-01-28 05:46:57.817895,Referral,Desktop,Germany,41,Male,Clothing,290.51,Yes,Yes,Yes,290.51,No
1696,2025-11-07 05:46:57.817895,Google,Desktop,Germany,24,Male,Clothing,218.47,Yes,Yes,Yes,218.47,No
1697,2025-12-18 05:46:57.817895,Facebook,Mobile,USA,38,Female,Sports,374.6,Yes,Yes,No,0.0,Yes
1698,2025-09-25 05:46:57.817895,Facebook,Mobile,USA,37,Male,Home,483.25,No,No,No,0.0,No
1699,2026-01-01 05:46:57.817895,Google,Mobile,UK,27,Female,Clothing,122.31,Yes,Yes,Yes,122.31,No
1700,2026-02-15 05:46:57.817895,Google,Mobile,Germany,42,Female,Home,80.39,Yes,Yes,Yes,80.39,No
1701,2025-11-16 05:46:57.817895,Referral,Mobile,UK,53,Male,Home,457.31,Yes,Yes,No,0.0,Yes
1702,2025-09-15 05:46:57.817895,Google,Tablet,Australia,32,Male,Sports,337.79,Yes,Yes,Yes,337.79,No
1703,2025-09-20 05:46:57.817895,Email,Mobile,USA,57,Female,Home,224.61,No,No,No,0.0,No
1704,2025-11-13 05:46:57.817895,Direct,Mobile,Pakistan,57,Female,Clothing,290.9,No,No,No,0.0,No
1705,2025-12-28 05:46:57.817895,Google,Mobile,Pakistan,23,Female,Home,375.35,Yes,Yes,Yes,375.35,No
1706,2025-11-24 05:46:57.817895,Google,Tablet,Australia,54,Female,Electronics,388.79,No,No,No,0.0,No
1707,2025-09-14 05:46:57.817895,Email,Mobile,USA,19,Male,Electronics,460.75,Yes,No,No,0.0,Yes
1708,2025-10-10 05:46:57.817895,Facebook,Desktop,Germany,29,Male,Sports,219.15,No,No,No,0.0,No
1709,2025-12-03 05:46:57.817895,Facebook,Tablet,Pakistan,21,Male,Clothing,153.77,No,No,No,0.0,No
1710,2025-11-16 05:46:57.817895,Referral,Mobile,Germany,40,Female,Sports,323.44,Yes,Yes,Yes,323.44,No
1711,2025-08-30 05:46:57.817895,Email,Desktop,Pakistan,30,Female,Electronics,213.71,No,No,No,0.0,No
1712,2026-01-18 05:46:57.817895,Direct,Mobile,Germany,34,Female,Clothing,301.35,Yes,No,No,0.0,Yes
1713,2026-01-02 05:46:57.817895,Direct,Mobile,Pakistan,48,Male,Home,215.79,Yes,Yes,No,0.0,Yes
1714,2025-08-25 05:46:57.817895,Email,Desktop,Germany,33,Female,Clothing,84.97,Yes,Yes,Yes,84.97,No
1715,2025-10-21 05:46:57.817895,Direct,Desktop,Australia,58,Female,Beauty,240.02,No,No,No,0.0,No
1716,2025-12-26 05:46:57.817895,Facebook,Mobile,UK,43,Male,Clothing,348.55,Yes,Yes,Yes,348.55,No
1717,2026-02-06 05:46:57.817895,Direct,Mobile,Germany,45,Male,Home,401.65,No,No,No,0.0,No
1718,2025-09-08 05:46:57.817895,Direct,Mobile,UK,18,Female,Beauty,251.73,No,No,No,0.0,No
1719,2026-02-02 05:46:57.817895,Email,Mobile,UK,29,Male,Sports,90.97,Yes,Yes,Yes,90.97,No
1720,2026-02-03 05:46:57.817895,Email,Mobile,USA,54,Female,Clothing,213.2,Yes,No,No,0.0,Yes
1721,2025-10-27 05:46:57.817895,Direct,Mobile,Australia,37,Male,Sports,395.28,Yes,Yes,Yes,395.28,No
1722,2025-09-18 05:46:57.817895,Google,Mobile,UK,19,Female,Clothing,212.3,Yes,Yes,No,0.0,Yes
1723,2025-09-17 05:46:57.817895,Email,Desktop,Canada,53,Male,Electronics,351.3,Yes,Yes,Yes,351.3,No
1724,2025-09-05 05:46:57.817895,Referral,Mobile,UK,32,Male,Electronics,258.53,No,No,No,0.0,No
1725,2025-09-11 05:46:57.817895,Referral,Mobile,Germany,55,Male,Home,128.2,No,No,No,0.0,No
